oid	name
32585	O'Reilly Public Relations
32587	Cassidy Turley, dba DTZ
32588	Orinda Motors
32589	Clinton Reilly Holdings
32590	Law Office of Michael Ross
32591	K9 Connection
32592	Law Office of V.R. Smith
32593	Panorama Capital
32594	Sonnikson And Stordahl Construction
32595	Farmers & Merchants Bank of Central California
32596	Sperry Van Ness
32597	Self Emloyed
32601	Associated Builders and Contractors PAC
32602	Azama & Wong Dental Corp.
32603	Tony LaRussa's ARF
32605	SPRE, Inc.
32606	California Grape & Street Fruit League
32607	DTZ
32608	Donahue Fitzgerald, LLC
32609	The Derby Law Firm P.C.
32610	Ellwood Commercial Real Estate
32611	Teachscape, Inc.
32612	F&M Bank
32613	American Federation of State, County and Municipal Employees Local 3299 PAC
32614	American Federation Of State, County and Municipal Employees Local 512 PAC Small Contributor Committee (AFSCME)
32615	American Federation of State, County, And Municipal Employees Local 2428 (AFSCME)
32616	Lawrence Berkeley National Laboratory (LBNL)
32617	Bay Area Rapid Transit AFSCME Local 3993-PAF
32618	Bay Valley Global Inc.
32619	Bricklayers and Allied Craftworkers Local No. 3 PAC
32620	California Association of Professional Scientists CAPS-PAC
32621	California Federation of Teachers COPE Small Contributor Committee
32622	California Grain & Feed Association PAC
32624	California-Nevada Conference of Operating Engineers PAC Small Contributor Committee
32625	Campaign for Equality
32626	Cement Mason's Local 400 PAC
32628	S5 Advisory
32629	David J. Clark
32630	PC Consulting
32631	Archer Norris
32632	Milo Group of California
32633	Committee for Biddle Dublin Council
32634	Construction & General Laborers Local Union 304 PAC
32636	Akonadi Foundation
32637	Fremont Chevrolet Buick GMC Cadillac
32638	Downs Energy
32639	Cal Maritime
32640	Saint Mary's College of California
32641	Friends of Bette Boatmun
32642	Gagen McCoy
32643	Ghai Management
32644	Sun Deep Inc.
32645	Think Surgical
32646	City of Clayton
32647	Hueso for Senate 2018
32648	Sarbjit S. Hundal
32649	IBEW Local Union 1245 PAC
32650	International Brotherhood of Electical Workers Local No. 11 PAC
32651	International Union of Painters and Allied Trades Political Action Together Political Committee (IUPAT)
32653	Public Employees Union Local 1
32654	Laborers International Union of North America Local No. 324 AFL-CIO
32655	Local 770, United Food and Commercial Workers Union PAC
32656	Local Societies of the California Optometric Association PAC Small Contributor Committee
32657	Medical Insurance Exchange of California PAC
32658	Napa-Solano Building Trades Council AFL-CIO P.E.C. Account
32659	National Women's Political Caucus of California PAC (NWPC CA)
32660	Antioch Autoland
32661	Northern California District Council of Laborers PAC Small Contributor Committee
32662	Northern California District Council, ILWU
32663	Osteopathic Physicians & Surgeons of California Public Affairs Committee
32664	Park Smart Regional Parking, Inc.
32665	California Coastal Conservancy
32666	Phil Ting for Assembly 2016
32667	Robert Pyke
32668	Ram Jaj Enterprises, LLC
32669	Alliance Campaigns
32670	Women's Premier Soccer League
32671	Rob Bonta for Assembly 2016
32672	ARC Document Solutions
32673	Tricity Veterinary Hospital
32674	State Allocation Board
32676	Brouwer & Janachowski
32677	Security PAC
32678	SEIU United Healthcare Workers West PAC Small Contributor Committee
32679	Service Employees International Union Local 1000 Candidate PAC
32680	Service Employees International Union Local 721, CTW, CLC State & Local Small Contributor Committee
32681	Ajit Pal Singh Sandu
32682	Southern California Pipe Trades District Council #16 PAC  Small Contributor Committee
32683	Standing Committee on Political Education of the California Labor Federation AFL-CIO
32684	Super Station Car Wash
32685	Ambrose Recreation and Park District
32686	UA Local 246 Plumbers and Pipefitters COPE Committee
32687	UA Local 38 COPE Fund
32688	United Domestic Workers of America Action Fund Small Contributor Committee
32689	United Food & Commercial Workers Local 99 PAC (UFCW)
32690	Walgreens Family of Companies
32691	Alameda-Contra Costa Medical Association
32692	Western States Council of Sheet Metal Workers PAC Small Contributor Committee
32693	JIB Management, Inc.
32694	George Miller for Congress
32695	Wendy's of the Pacific, Inc.
32696	California Real Estate PAC (CREPAC) Small Contributor Committee
32697	Plumbers & Pipefitters Local 447
32698	Plumbers & Pipefitters Local 447 Federal Political Action Fund
32699	Sacramento Area Fire Fighters Local 522 PAC
32701	Windermere Real Estate SoCal
32702	Southwestern College
32703	Procopio, Cory, Hargreaves & Savitch, LLP
32704	Self: Law Office of Bryan Pease
32705	Self: Law Office of Johanna S. Schiavoni
32706	Eastridge Workforce Solutions
32707	Self: Yaege Law, APC
32708	ARC Intellectual Property Law, PC
32709	Grimes & Warwick
32710	Laing Strategic Communications
32711	Smith, Steiner, Vanderpool & Wax, APC
32712	American Water
32713	Planned Parenthood of the Pacific Southwest
32714	Elixirs du Monde, Inc.
32716	Brown Law Group
32717	The Ahrens Law Office
32718	Silva Bullet Productions
32719	Cooley, LLP
32720	Carleton Mgmt., Inc.
32721	Planned Parenthood of San Diego & Riverside
32722	Chandler Asset Management
32723	Blood Hurst & O'Reardon
32724	Gresham Savage Nolan & Tilden, PC
32725	CDM Smith, Inc.
32726	Self: Kowalewski Law & Consulting
32727	Self: The Law Office of Alex Scheingross
32728	Self: Michael Bacall Attorney @ Law
32729	The Bronson Firm APC
32730	Sidley Austin, LLP
32731	Klinedinst PC
32732	Fisher & Phillips, LLP
32733	Self: Amaya Law, APC
32734	Self: Claudia Dunaway Consulting
32735	U.S. Department of Justice
32736	KIPP Adelante
32737	Warren & Burstein
32738	Chatten-Brown & Carstens
32739	Self: Law Offices of Anthony E. Colombo Jr.
32741	U.S. Attorney's Office for the Southern District of CA
32742	Gomez Trial Attorneys
32743	Terra Vista Management, Inc.
32744	Carleton Management
32745	Gruenberg Law
32746	Coronado Distribution Company
32747	Mongrel Construction
32748	Democratic Socialists of America- SD Chapter
32749	Higgs Fletcher & Mack
32750	Rushford Bagla Leakakos, LLP
32751	Self: Law Office of Cary Lowe
32752	Leanne Hull Fine Art, LLC
32753	Del Mar Realty Associates
32754	US Attorney's Office
32757	Inventus LLC
32758	Self: Law Office of Linda Cianciolo
32759	Dudek
32760	Self: Dr. Diane L. Edge, DDS
32761	The Institute for Effective Education
32762	Self: Deborah Fritsch
32763	CA Attorney General's Office
32764	Hughes & Pizzuto
32765	Blanchard, Krasner & French
32767	BioMedical Strategies, LLC
32768	Ascent Real Estate
32769	Coast Law Group, LLP
32770	Casey Gerry Schenk Francavilla Blatt & Penfield, LLP
32771	MMW Commercial Real Estate, Inc.
32772	Dept. of Justice
32775	CALIFORNIA AMBULANCE ASSOCIATION POLITICAL ACTION COMMITTEE
32776	CALIFORNIA CATTLEMEN'S ASSOCIATION POLITICAL ACTION COMMITTEE (CATTLE-PAC)
32777	California Chamber of Commerce SCC
32778	CALIFORNIA GROCERS ASSOCIATION POLITICAL ACTION COMMITTEE
32779	CALIFORNIA MEDICAL ASSOCIATION SMALL CONTRIBUTOR COMMITTEE
32780	Comcast
32784	PECG - PAC  (Professional Engineers in CA)
32785	Recology Pac
32786	SAN FRANCISCO BAR PILOTS' POLITICAL ACTION COMMITTEE
32788	Allison Armour Inc.
32790	CA Association of Collectors PAC Fund
32791	Friends of Salud Carbajal
32792	Tri-Counties Central Labor Council COPE PAC
32793	Ventura County Professional Peace Officers' Association
32794	Wilk for Assembly 2014
32796	Mendoza
32798	Joiner Graphics
32799	Roseville Toyota
32800	Cameron Park Petroleum, Inc
32801	California Real Estate PAC/CREPAC
32802	Martin A. Harmon and Auburn Manor Holding Corporation
32803	Bass Lake Golf Course
32804	Capital Insurance Group
32805	National Peace Officers & Fire Fighters Benefit Assn Trust
32806	Destiny Transportation Services
32807	Self- Dr. Harold Strauch
32808	The Nagle Company
32809	Independent Insurance PAC
32810	HUB International Insurance Services, Inc.
32811	Schetter Electric, Inc.
32812	Humboldt Redwood Co, LLC
32813	Sierra College Foundation
32814	Sebastian
32815	Pacific Coast Companies Inc
32816	Bettencourt Automotive
32817	Nationwide Mutual Insurance Company PAC
32818	Consolidated Communications Company
32819	Health Net Inc. and its Affliated Entities
32820	Direct Apps Inc. dba Direct Technology
32821	Halldin Public Relations
32822	Friends of Bill Halldin for Sierra College Trustee 2012
32823	Anthony and Sandra Mansour Family Trust
32824	Doug Veerkamp General Engineering, Inc.
32826	DirectTV, LLC
32827	Gilbert & Associates Inc.
32828	California Chiropractic Assn PAC
32829	The City of Rocklin
32830	Granite Bay Asset Management, INC
32831	Reynolds American, Inc.
32832	Accurate Cleaning, Inc
32833	FSB Core Strategies
32834	Rohan Consulting Services
32836	Data Control Corporation
32837	Scott Yuill Insurance & Financial Services, Inc.
32838	Professional Education Services
32839	Centene Management Company, LLC
32840	Frank Ford Company
32841	Russian American Media, Inc
32842	Nor-Cal Beverage Co., Inc.
32843	JETEXE Aviation
32845	Personal Insurance Federation of California Agents & Employees PAC
32846	West Coast Lumber & Building Material Association PAC
32847	Paul Garcia Investments, Inc
32849	Rock Hill Winery
32851	Same Name
32852	Archaeological Heritage Associaiton
32853	CA Strategy Inc
32854	Meuser for Senate 2016
32858	Pharmaceutical Research & Manufacturers Assn of America
32859	California Farm Bureau FARMPAC
32860	California New Car Dealers Assn PAC
32861	California Nurses Association PAC
32863	Ulti Med, Inc.
32865	California Dental PAC
32869	Shasta Forests Timberlands, LLC
32870	Timber Products Company
32872	Amalgamated Transit Union Local 1277
32873	Plumbers Local Union 78 PAC
32874	Southern CA Pipe Trades District Council # 16 PAC
32877	Desert AIDS Project
32878	Geoff Kors for City Council
32879	Seattle City Light
32880	Contempo Lending
32882	ShareKitchen
32884	Riverside County Board of Education
32885	Winslow Drake
32886	Anza Electric Cooperative, Inc.
32887	Palm Springs
32888	PS Human Rights Commission
32890	Promotivators Ltd
32891	Gregory D. Barton, CPA
32892	State Assembly
32893	Dr. Raul Ruiz for Congress
32894	Palm Springs Unified School District
32895	DCCC
32896	PSUSD
32897	self - Peace and Pride
32898	Clackamas County, OR
32899	Rancho Mirage
32901	Paul Kaplan Group
32902	CSU San Bernardino
32903	Kors Williamson & Associates
32904	Child Care Resources
32905	Disabled
32906	Congressman Raul Ruiz
32907	Moses Lake Community Health
32908	Desert Stonewall Democrats
32909	Lake Powell Unified School District
32910	McCallum Theater
32911	Forest Lawn
32912	Windermere
32914	Heritage Legal
32915	Pride at Work
32916	Litka, Rochette & Co.
32917	Eisenhower Medical Associates
32918	Allstate Insurnce
32919	Center for Orthodontics
32921	Purdy International
32922	Windermere Real Estate
32923	Mark Duebner Design
32924	New Life Agency, Inc.
32926	Kids Create Peace
32927	Air Quality Management District
32928	Eduardo Garcia for Assembly 2016
32929	Vimeo, LLC
32931	Alta Verde Builders
32932	IID
32934	Wonder Woman
32935	Green Latern
32936	Caravan Hotel Group
32937	Homemaker
32938	Anderholt Whittaker LLP
32939	Self - Retired
32941	Fusion Flair
32942	Frank & Stern, Inc
32944	Hot Purple Energy
32945	Desert Oasis Health Care
32946	United Health Group
32947	SBEMP
32948	Connect The Dots
32950	Democrats of the Desert
32951	Medina for Assembly 2016
32952	Instant Insight Inc.
32953	Local Union 440 International Brotherhood of Electrical Workers
32954	self-employed
32955	Desert west inc
32956	Motiga, Inc.
32957	Desert Moon Development
32958	College of the Desert
32959	Eloy Elementary School District #11
32960	Kaminsky Productions
32961	Veolia Water
32962	Paul Hastings
32963	San Gabriel Valley Municipal Water
32964	Lucky Farms
32965	Gerald W. Beard Realty, Inc.
32966	RCA Consulting, Inc.
32967	Rialto Professional Firefighters Local 3688
32968	Table Rock Capital LLC
32969	General Outdoor Advertising
32970	Project for California's Future
32971	Frontline Strategies & Media
32972	Political Action for Classified Employees of California School Employees
32973	ResCare, Inc. Advocacy Fund
32974	Associated General Contractors, Political Action Committee
32977	cal beer & beverage distributors community affairs
32978	California Conference Board Amalgamated Transit Union
32979	California Nurses Association PAC (CNA PAC)
32980	case pac
32981	Asian American Small Business PAC. C/O Reed & Davidson LLP
32982	state building and construction trades council of cal
32983	LeadingAge California PAC
32984	Peace Officers Research Association of California Political Action Committee (PORAC PAC)
32988	Anheuser Busch
32989	Anthony Lombardo & Associates
32990	Tanimura & Antle
32991	Association of California Life and Health Insurance Companies PAC
32994	Bacon & Company
32995	Bagley for Senate 2014
32998	Monterey Peninsula Unified School Dist
32999	CA Nurses Association Political Action Committee
33001	California Association of Highway Patrolmen
33002	California Defense Council PAC
33003	California Dental Political Action Committee
33004	California Independent Telephone
33005	California New Car Dealers Association Political Action Committee
33006	California Psychiatric Political Committee All Purpose Account
33007	California Radiological Political Action Committee
33008	California Real Estate Political Action Committee
33010	Cannery Row Company
33011	Consumer Attorney's Political Action Committee
33012	Law Offices of J. Crawford
33013	Crossin North County Democratic Club
33014	Laguna Seca Golf Ranch
33015	Conetech Inc.
33016	Davita
33018	Democratic Women's Club of Santa Cruz County
33019	John Dierolf Insurance Agency
33020	Enviro International Inc.
33023	Law Offices of Robert S. Fink
33024	Fletcher Family Trust DTD 04-07-2008
33025	Victor L. George Law Office
33027	Good Chemistry PAC
33028	Salinas Valley Memorial Hospital
33029	Hattori Vision Optometry
33030	Fenton & Keller
33032	Jonathan C. Moore Attorney at Law
33033	Salinas Valley Memorial Healthcare Sys
33034	L & G LLP
33035	Lallande Law
33036	Law Office of Steven R. Pingel
33037	Law Offices of E.F. Figaredo APC
33038	County of Ventura
33039	Lowel Figen Revocable Trust
33040	Noland Hamerly Etienne & Hoss
33041	Laborers Union Local 270
33042	Monterey Bay Action Committee
33043	Monterey Plaza Hotel & Spa
33044	Monterey/Santa Cruz Counties Building & Construction Trades Council Political Action Lea
33045	UPTE/CWA 9119
33046	Quikway Trucking Company
33049	Pharmacy Professionals of CA PAC
33050	Hinshaw Law Firm
33051	Pisto Enterprises
33052	Professional Engineers in California Government PECG-Political Action Committee
33053	River Inn
33054	Rucka O'Boyle Lombardo & McKenna
33055	Anton & Michel Restaurant
33057	Santa Cruz County Democratic Central Committee
33058	Scheid Vineyards
33059	Kazan McClain Abrams Lyons Farrise
33060	Old Fisherman's Grotto Inc.
33062	Southwest Regional Council of Carpenters Political Action Fund
33064	Michael W. Stamp Attorney at Law
